id_code,year,st,cnty,num_anglers,mode_fx,area_x,hrsf,ffdays2,cntrbtrs,sub_reg,wave,prim1,prim2,region,tot_cat_targ
1543120110619007,2011,12,87,3,5,4,3,0,1,7,3,NA,NA,FL_Keys,0
1543120110619008,2011,12,87,2,5,4,4,0,2,7,3,NA,NA,FL_Keys,0
1543120110619017,2011,12,87,4,5,4,5,0,4,7,3,NA,NA,FL_Keys,0
1543120110626001,2011,12,87,2,7,4,1.5,2,1,7,3,NA,NA,FL_Keys,0
1543120110629001,2011,12,87,6,5,4,7,7,6,7,3,NA,NA,FL_Keys,7
1543120110629007,2011,12,87,6,5,4,6,0,6,7,3,8835290101,NA,FL_Keys,0
1553420110507003,2011,12,87,2,5,4,4,0,2,7,3,NA,NA,FL_Keys,0
1553420110512001,2011,12,87,4,7,4,4,30,1,7,3,NA,NA,FL_Keys,0
1553420110512002,2011,12,87,4,7,4,4,30,1,7,3,NA,NA,FL_Keys,0
1553420110518001,2011,12,87,2,7,3,6,7,2,7,3,8738020201,NA,FL_Keys,0
1553420110524006,2011,12,87,2,5,3,7,9,1,7,3,NA,NA,FL_Keys,0
1553420110602001,2011,12,87,3,5,4,2,0,3,7,3,8835290101,NA,FL_Keys,0
1553420110602023,2011,12,87,6,5,4,6,5,6,7,3,8835290101,NA,FL_Keys,0
1553420110618003,2011,12,87,3,7,3,5,8,1,7,3,8837010104,NA,FL_Keys,0
1553420110618004,2011,12,87,4,7,3,6,3,1,7,3,NA,NA,FL_Keys,0
1553420110618011,2011,12,87,1,7,4,2,15,1,7,3,NA,NA,FL_Keys,0
1553420110619006,2011,12,87,5,7,4,6,5,1,7,3,NA,NA,FL_Keys,5
1507120110709001,2011,12,87,3,5,4,3,1,4,7,4,8835360401,NA,FL_Keys,0
1507120110813003,2011,12,87,3,7,4,4,7,1,7,4,8835360401,NA,FL_Keys,6
1527920110710001,2011,12,87,2,5,4,6,0,2,7,4,NA,NA,FL_Keys,0
1527920110828001,2011,12,87,3,5,4,2.5,0,3,7,4,NA,NA,FL_Keys,0
1527920110828004,2011,12,87,4,5,4,4.5,0,5,7,4,8835290101,NA,FL_Keys,0
1527920110828008,2011,12,87,4,5,4,6.5,0,4,7,4,8850060000,NA,FL_Keys,0
1543120110709002,2011,12,87,6,5,4,3,0,1,7,4,NA,NA,FL_Keys,2.029397630813307
1543120110709005,2011,12,87,6,5,4,3,0,1,7,4,NA,NA,FL_Keys,0
1543120110709007,2011,12,87,6,5,4,3,0,6,7,4,NA,NA,FL_Keys,14.205783415693148
1543120110709013,2011,12,87,5,5,4,2.5,0,5,7,4,NA,NA,FL_Keys,0
1543120110709020,2011,12,87,6,5,4,3,5,6,7,4,NA,NA,FL_Keys,0
1543120110713001,2011,12,87,4,5,4,2,0,4,7,4,8835360000,NA,FL_Keys,0
1543120110713005,2011,12,87,4,5,4,3,0,4,7,4,NA,NA,FL_Keys,1.0004982033175134
1543120110723006,2011,12,87,5,5,4,3,0,1,7,4,8835290101,NA,FL_Keys,0
1543120110723011,2011,12,87,6,5,4,2,0,6,7,4,NA,NA,FL_Keys,0
1543120110723025,2011,12,87,5,5,4,4,0,5,7,4,NA,NA,FL_Keys,0
1543120110727010,2011,12,87,4,5,4,3,0,1,7,4,NA,NA,FL_Keys,0
1543120110727009,2011,12,87,4,5,4,3,0,1,7,4,NA,NA,FL_Keys,0
1543120110727007,2011,12,87,4,5,4,3,0,1,7,4,NA,NA,FL_Keys,0
1543120110727012,2011,12,87,2,5,4,2,0,1,7,4,NA,NA,FL_Keys,0
1543120110727020,2011,12,87,5,5,4,3.5,0,1,7,4,NA,NA,FL_Keys,0
1543120110727027,2011,12,87,4,5,4,4.5,0,4,7,4,8835290101,NA,FL_Keys,0
1543120110730001,2011,12,87,4,5,4,6,0,4,7,4,8835290101,NA,FL_Keys,0
1543120110730012,2011,12,87,4,5,4,4,15,1,7,4,NA,NA,FL_Keys,3.0372844968230206
1543120110804001,2011,12,87,5,5,4,3,0,9,7,4,NA,NA,FL_Keys,3.4490322262524877
1543120110804006,2011,12,87,10,5,4,3,0,12,7,4,NA,NA,FL_Keys,0
1543120110820001,2011,12,87,2,5,4,5,0,2,7,4,NA,NA,FL_Keys,15.132747336807292
1553420110703001,2011,12,87,4,5,4,3.5,3,6,7,4,NA,NA,FL_Keys,0
1553420110703005,2011,12,87,7,5,4,3,1,9,7,4,8835360401,NA,FL_Keys,0
1553420110703012,2011,12,87,7,5,4,3.5,0,7,7,4,NA,NA,FL_Keys,0
1553420110704001,2011,12,87,2,5,4,6,0,2,7,4,8835290101,NA,FL_Keys,0
1553420110704018,2011,12,87,3,5,4,5,0,3,7,4,8850030404,NA,FL_Keys,0
1553420110704025,2011,12,87,2,5,4,6,1,2,7,4,8835290101,8850030601,FL_Keys,0
1553420110710003,2011,12,87,3,5,4,6.5,0,3,7,4,8835290101,NA,FL_Keys,0
1553420110726001,2011,12,87,2,5,4,4,0,2,7,4,8835290101,NA,FL_Keys,0
1553420110726003,2011,12,87,3,5,4,5,2,6,7,4,8835290101,NA,FL_Keys,0
1553420110811003,2011,12,87,2,7,3,6,7,1,7,4,NA,NA,FL_Keys,0
1553420110813001,2011,12,87,3,5,4,4.5,2,3,7,4,8835360401,NA,FL_Keys,0
1553420110813004,2011,12,87,1,5,3,8,0,1,7,4,NA,NA,FL_Keys,0
1553420110813005,2011,12,87,5,5,4,6.5,0,5,7,4,8835290101,NA,FL_Keys,0
1553420110814001,2011,12,87,1,7,4,5,32,1,7,4,NA,NA,FL_Keys,0
1553420110821003,2011,12,87,6,5,4,2.5,0,1,7,4,NA,NA,FL_Keys,0
1553420110821007,2011,12,87,2,5,4,2.5,0,2,7,4,8835290101,NA,FL_Keys,4.099459105612232
1553420110821010,2011,12,87,6,5,4,6,0,4,7,4,8835290101,NA,FL_Keys,0
1553420110821016,2011,12,87,4,5,4,5,0,4,7,4,8835020000,NA,FL_Keys,0
1553420110828001,2011,12,87,4,5,4,6,4,4,7,4,NA,NA,FL_Keys,0
1553420110828005,2011,12,87,2,5,4,8,1,2,7,4,8850030404,NA,FL_Keys,0
1543120110903003,2011,12,87,5,5,4,6,30,5,7,5,NA,NA,FL_Keys,3.7484567051120234
1543120110903008,2011,12,87,5,5,4,6,15,5,7,5,8835290101,8850030400,FL_Keys,0
1543120111002001,2011,12,87,5,5,4,4,0,5,7,5,8850030400,NA,FL_Keys,0
1543120111020001,2011,12,87,5,5,4,4,0,1,7,5,8850060101,NA,FL_Keys,0
1543120111020006,2011,12,87,2,5,4,4,0,1,7,5,NA,NA,FL_Keys,0
1543120111020008,2011,12,87,4,5,4,4.5,2,5,7,5,8835290101,8850030400,FL_Keys,0
1543120111020014,2011,12,87,3,5,4,6,0,1,7,5,NA,NA,FL_Keys,0
1543120111023004,2011,12,87,4,5,4,3,0,1,7,5,8850060101,NA,FL_Keys,0
1543120111023003,2011,12,87,4,5,4,3,0,1,7,5,8850060101,NA,FL_Keys,0
1543120111023001,2011,12,87,4,5,4,3,0,1,7,5,8850060101,NA,FL_Keys,0
1543120111027010,2011,12,87,8,5,4,3,0,8,7,5,NA,NA,FL_Keys,0
1553420110909010,2011,12,87,1,5,4,7,0,1,7,5,8708020500,8850030404,FL_Keys,0
1553420110909011,2011,12,87,4,5,4,7,1,4,7,5,NA,NA,FL_Keys,0
1553420110909015,2011,12,87,2,5,4,6.5,8,2,7,5,8835360103,8835280801,FL_Keys,0
1553420110915001,2011,12,87,1,5,3,3,0,1,7,5,NA,NA,FL_Keys,0
1553420110915004,2011,12,87,4,5,4,3.5,1,4,7,5,8835360401,NA,FL_Keys,18.37290543045854
1553420110915008,2011,12,87,2,5,4,4,1,2,7,5,NA,NA,FL_Keys,0
1553420110922001,2011,12,87,4,5,4,3,0,3,7,5,NA,NA,FL_Keys,0
1553420110922006,2011,12,87,4,5,4,3,0,3,7,5,NA,NA,FL_Keys,0
1553420111002001,2011,12,87,4,5,4,3,0,4,7,5,8850030404,8835290101,FL_Keys,0
1553420111007001,2011,12,87,1,5,3,3,1,1,7,5,NA,NA,FL_Keys,0
1553420111007002,2011,12,87,4,5,4,6.5,0,4,7,5,8835360401,8850060101,FL_Keys,0
1553420111007007,2011,12,87,2,5,3,5,1,1,7,5,NA,NA,FL_Keys,0
1553420111008001,2011,12,87,6,5,4,5,1,6,7,5,8835290101,NA,FL_Keys,0
1553420111008007,2011,12,87,2,5,4,6,4,4,7,5,8835290101,8850030501,FL_Keys,0
1553420111016001,2011,12,87,6,5,4,1,0,6,7,5,NA,NA,FL_Keys,1.9251023313195428
1553420111022001,2011,12,87,1,7,3,2.5,2,1,7,5,8835360102,NA,FL_Keys,0
1553420111023001,2011,12,87,2,5,3,4,0,2,7,5,NA,NA,FL_Keys,0
1553420111023003,2011,12,87,2,5,3,6,0,2,7,5,NA,NA,FL_Keys,0
1553420111023005,2011,12,87,6,5,4,7,5,6,7,5,8850060101,8835360401,FL_Keys,0
1553420111028001,2011,12,87,2,5,3,4,2,2,7,5,NA,NA,FL_Keys,0
1507120111106001,2011,12,87,3,5,4,4.5,5,3,7,6,8835360000,8835020000,FL_Keys,0
1507120111111004,2011,12,87,10,5,4,3,0,10,7,6,NA,NA,FL_Keys,0
1507120111127001,2011,12,87,1,7,3,2.5,4,1,7,6,8835360102,NA,FL_Keys,2
1527920111217004,2011,12,87,4,5,4,3.5,0,1,7,6,NA,NA,FL_Keys,0
1527920111217003,2011,12,87,4,5,4,3.5,0,1,7,6,NA,NA,FL_Keys,0
1527920111217002,2011,12,87,4,5,4,3.5,0,1,7,6,NA,NA,FL_Keys,0
1527920111217008,2011,12,87,4,5,4,2.5,0,1,7,6,NA,NA,FL_Keys,12
1527920111217011,2011,12,87,2,5,4,7,0,2,7,6,NA,NA,FL_Keys,0
1527920111217013,2011,12,87,5,5,4,6,0,5,7,6,NA,NA,FL_Keys,6
1527920111217018,2011,12,87,5,5,4,6,0,4,7,6,NA,NA,FL_Keys,0
1527920111231007,2011,12,87,1,7,4,4,3,1,7,6,8835360401,NA,FL_Keys,4
1543120111105001,2011,12,87,2,7,3,2,1,1,7,6,NA,NA,FL_Keys,0
1543120111106001,2011,12,87,2,5,3,3,0,1,7,6,NA,NA,FL_Keys,0
1543120111106002,2011,12,87,2,5,3,3,0,1,7,6,NA,NA,FL_Keys,0
1543120111106004,2011,12,87,2,5,3,3,0,1,7,6,8739010101,8738020201,FL_Keys,0
1543120111106006,2011,12,87,2,5,3,3.5,0,1,7,6,8835010105,NA,FL_Keys,0
1553420111105001,2011,12,87,2,5,4,3,0,2,7,6,NA,NA,FL_Keys,0
1553420111105007,2011,12,87,3,5,4,6.5,0,3,7,6,8850060101,8850030601,FL_Keys,0
1553420111105010,2011,12,87,5,5,4,3,2,5,7,6,NA,NA,FL_Keys,0
1553420111105015,2011,12,87,4,5,4,4,0,4,7,6,8850030404,8850060101,FL_Keys,0
1553420111108001,2011,12,87,4,5,4,6,0,4,7,6,8835260101,NA,FL_Keys,0
1553420111108005,2011,12,87,1,5,4,5.5,0,1,7,6,NA,NA,FL_Keys,12.008902477011903
1553420111113001,2011,12,87,4,5,4,3,0,4,7,6,8835290101,NA,FL_Keys,0
1553420111115001,2011,12,87,4,5,4,4,1,6,7,6,8835290101,8850060101,FL_Keys,0
1553420111115005,2011,12,87,2,5,4,7,0,2,7,6,8835290101,8850030404,FL_Keys,0
1553420111120003,2011,12,87,3,5,3,3,0,1,7,6,8835440901,NA,FL_Keys,0
1553420111120004,2011,12,87,3,5,4,5,0,3,7,6,8835290101,NA,FL_Keys,0
1553420111120007,2011,12,87,4,5,4,7,2,4,7,6,8850060101,NA,FL_Keys,0
1553420111120011,2011,12,87,5,5,4,6,2,5,7,6,NA,NA,FL_Keys,0
1553420111122001,2011,12,87,3,5,4,3,0,3,7,6,NA,NA,FL_Keys,0
1553420111122004,2011,12,87,6,5,4,5,0,6,7,6,NA,NA,FL_Keys,0
1553420111122012,2011,12,87,4,5,4,4.5,0,4,7,6,8850060101,8835290101,FL_Keys,0
1553420111122016,2011,12,87,2,5,3,6,3,2,7,6,NA,NA,FL_Keys,0
1553420111122020,2011,12,87,4,5,4,7,4,1,7,6,8850060101,8835290101,FL_Keys,0
1553420111125003,2011,12,87,3,7,3,8,8,1,7,6,NA,NA,FL_Keys,0
1553420111125001,2011,12,87,3,7,3,8,8,1,7,6,NA,NA,FL_Keys,0
1553420111127001,2011,12,87,1,5,3,2.5,0,1,7,6,NA,NA,FL_Keys,0
1553420111127002,2011,12,87,3,5,4,3,1,3,7,6,8835290101,NA,FL_Keys,0
1553420111127005,2011,12,87,5,5,4,3,2,5,7,6,NA,NA,FL_Keys,14
1553420111127014,2011,12,87,6,5,4,3,0,6,7,6,NA,NA,FL_Keys,1
1553420111129001,2011,12,87,4,5,4,5.5,0,4,7,6,8835360401,NA,FL_Keys,0
1553420111202002,2011,12,87,2,5,3,4,0,1,7,6,8850030500,NA,FL_Keys,0
1553420111202001,2011,12,87,2,5,3,4,0,1,7,6,8850030500,NA,FL_Keys,0
1553420111202004,2011,12,87,2,5,3,4,0,1,7,6,NA,NA,FL_Keys,0
1553420111202006,2011,12,87,2,5,3,4.5,0,1,7,6,NA,NA,FL_Keys,0
1553420111203005,2011,12,87,4,5,4,4,2,4,7,6,NA,NA,FL_Keys,0
1553420111209005,2011,12,87,5,5,4,5,0,5,7,6,8835360000,8708020500,FL_Keys,0
1553420111210001,2011,12,87,2,5,4,7,0,2,7,6,NA,NA,FL_Keys,1
1553420111210003,2011,12,87,4,5,4,6,0,4,7,6,8850060101,NA,FL_Keys,0
1553420111216001,2011,12,87,3,5,4,3,0,3,7,6,8850030601,NA,FL_Keys,0
1553420111216005,2011,12,87,2,5,4,5,0,2,7,6,NA,NA,FL_Keys,0
1553420111216007,2011,12,87,6,5,4,7,0,6,7,6,8850060101,8850030501,FL_Keys,0
1553420111217009,2011,12,87,6,5,4,6,0,6,7,6,8835290101,8850030601,FL_Keys,0
1553420111217015,2011,12,87,4,5,4,7,0,4,7,6,NA,NA,FL_Keys,0
1553420111218001,2011,12,87,3,5,3,3,0,2,7,6,8850030500,NA,FL_Keys,0
1553420111218004,2011,12,87,6,5,4,7,2,3,7,6,NA,NA,FL_Keys,0
1553420111218010,2011,12,87,4,5,4,6,0,4,7,6,8850060101,NA,FL_Keys,0
1553420111218014,2011,12,87,3,5,4,8,8,3,7,6,8850060101,NA,FL_Keys,1
1553420111219003,2011,12,87,3,5,3,8,5,1,7,6,NA,NA,FL_Keys,0
1553420111219007,2011,12,87,2,5,3,3.5,1,2,7,6,NA,NA,FL_Keys,0
1553420111220002,2011,12,87,2,5,3,3,0,1,7,6,NA,NA,FL_Keys,0
1553420111220005,2011,12,87,4,5,3,1.5,0,1,7,6,NA,NA,FL_Keys,0
1553420111220004,2011,12,87,4,5,3,1.5,0,1,7,6,NA,NA,FL_Keys,0
1553420111220006,2011,12,87,4,5,3,1.5,0,1,7,6,NA,NA,FL_Keys,0
1553420111220007,2011,12,87,3,5,3,3,0,3,7,6,NA,NA,FL_Keys,0
1553420111220013,2011,12,87,5,5,3,2.5,0,1,7,6,8708020500,NA,FL_Keys,0
1553420111220010,2011,12,87,5,5,3,2.5,2,2,7,6,8708020500,NA,FL_Keys,0
1553420111220015,2011,12,87,2,5,4,2.5,0,2,7,6,NA,NA,FL_Keys,0
1553420111220019,2011,12,87,3,5,3,3,0,1,7,6,NA,NA,FL_Keys,0
1553420111220018,2011,12,87,3,5,3,3,0,1,7,6,NA,NA,FL_Keys,1
1553420111220026,2011,12,87,3,5,4,4,0,3,7,6,8835290101,NA,FL_Keys,0
1553420111220032,2011,12,87,6,5,4,4,0,3,7,6,NA,NA,FL_Keys,2.0016380939091762
1553420111221004,2011,12,87,4,5,3,3,1,1,7,6,8835360401,NA,FL_Keys,5
1553420111221005,2011,12,87,5,5,3,3.5,0,5,7,6,8835360401,8835360103,FL_Keys,0
1553420111231003,2011,12,87,2,5,3,3.5,1,2,7,6,NA,NA,FL_Keys,0
1553420111231005,2011,12,87,5,5,3,6,0,5,7,6,NA,NA,FL_Keys,0
1553420111231010,2011,12,87,4,5,4,6,8,4,7,6,NA,NA,FL_Keys,7
1553420111231014,2011,12,87,5,5,4,6.5,0,5,7,6,NA,NA,FL_Keys,0
1507120100102001,2010,12,87,8,5,4,3,1,10,7,1,8835360401,NA,FL_Keys,0
1507120100118001,2010,12,87,5,5,4,1.5,0,5,7,1,NA,NA,FL_Keys,0
1507120100118006,2010,12,87,8,5,4,3,1,10,7,1,8835360401,NA,FL_Keys,0
1507120100129001,2010,12,87,1,7,3,3,15,1,7,1,NA,NA,FL_Keys,0
1507120100220002,2010,12,87,2,5,3,4.5,0,1,7,1,8837010104,NA,FL_Keys,0
1507120100228007,2010,12,87,4,5,4,4,0,1,7,1,NA,NA,FL_Keys,0
1507120100228006,2010,12,87,4,5,4,4,0,1,7,1,NA,NA,FL_Keys,0
1527920100103001,2010,12,87,4,5,4,3.5,1,4,7,1,NA,NA,FL_Keys,0
1527920100108011,2010,12,87,4,5,4,3,0,4,7,1,NA,NA,FL_Keys,0
1527920100108015,2010,12,87,2,5,3,3.5,0,2,7,1,NA,NA,FL_Keys,0
1527920100108017,2010,12,87,4,5,4,2.5,0,4,7,1,NA,NA,FL_Keys,0
1527920100108025,2010,12,87,2,5,4,4,0,1,7,1,NA,NA,FL_Keys,0
1527920100108024,2010,12,87,2,5,4,4,0,1,7,1,NA,NA,FL_Keys,0
1527920100108030,2010,12,87,2,5,4,5,0,2,7,1,8850060101,8835290101,FL_Keys,0
1527920100115006,2010,12,87,6,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100115002,2010,12,87,6,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100115005,2010,12,87,6,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100115008,2010,12,87,4,5,4,2,1,3,7,1,8850060101,NA,FL_Keys,0
1527920100115016,2010,12,87,6,5,4,1,0,1,7,1,NA,NA,FL_Keys,0
1527920100115014,2010,12,87,6,5,4,1,0,1,7,1,NA,NA,FL_Keys,0
1527920100115021,2010,12,87,5,5,4,2,0,1,7,1,NA,NA,FL_Keys,0
1527920100115027,2010,12,87,4,5,4,2,0,4,7,1,NA,NA,FL_Keys,0
1527920100122004,2010,12,87,4,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100122007,2010,12,87,4,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100122006,2010,12,87,4,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100124004,2010,12,87,5,5,4,2,0,1,7,1,NA,NA,FL_Keys,0
1527920100124006,2010,12,87,3,5,4,3,0,3,7,1,NA,NA,FL_Keys,0
1527920100124009,2010,12,87,4,5,3,3.5,0,4,7,1,NA,NA,FL_Keys,0
1527920100124014,2010,12,87,4,5,4,4,0,1,7,1,NA,NA,FL_Keys,1.0029146209807966
1527920100124016,2010,12,87,4,5,4,4,0,1,7,1,NA,NA,FL_Keys,0
1527920100124015,2010,12,87,4,5,4,4,8,1,7,1,NA,NA,FL_Keys,0
1527920100124017,2010,12,87,4,5,3,4,0,4,7,1,NA,NA,FL_Keys,0
1527920100129005,2010,12,87,5,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100129004,2010,12,87,5,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100129007,2010,12,87,3,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100129008,2010,12,87,3,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100129010,2010,12,87,3,5,4,4.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100129011,2010,12,87,3,5,4,4.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100129017,2010,12,87,4,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100129018,2010,12,87,3,5,4,4,0,3,7,1,8850060101,NA,FL_Keys,0
1527920100129021,2010,12,87,6,5,4,3.5,0,6,7,1,NA,NA,FL_Keys,0.9413059469064375
1527920100129029,2010,12,87,3,5,4,5,0,1,7,1,8850030501,8850030404,FL_Keys,0
1527920100129030,2010,12,87,2,5,4,6.5,10,2,7,1,8850060101,NA,FL_Keys,0
1527920100131001,2010,12,87,5,5,4,2.5,0,5,7,1,NA,NA,FL_Keys,0
1527920100131006,2010,12,87,3,5,4,3,0,3,7,1,NA,NA,FL_Keys,0
1527920100131009,2010,12,87,2,5,4,3.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100131011,2010,12,87,4,5,4,2,0,4,7,1,NA,NA,FL_Keys,0
1527920100131015,2010,12,87,4,5,4,6.5,0,4,7,1,NA,NA,FL_Keys,0
1527920100131019,2010,12,87,2,5,4,6.5,0,2,7,1,NA,NA,FL_Keys,1.0044629230770201
1527920100203001,2010,12,87,2,5,4,2.5,0,2,7,1,NA,NA,FL_Keys,0
1527920100203007,2010,12,87,5,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100203012,2010,12,87,5,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100203011,2010,12,87,5,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100203016,2010,12,87,6,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0.9521465727054581
1527920100203018,2010,12,87,6,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100203013,2010,12,87,6,5,4,2.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100203019,2010,12,87,3,5,4,4,0,3,7,1,NA,NA,FL_Keys,0
1527920100203024,2010,12,87,4,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100203023,2010,12,87,4,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100203026,2010,12,87,4,5,4,4,0,4,7,1,NA,NA,FL_Keys,0
1527920100203030,2010,12,87,4,5,4,6,0,4,7,1,NA,NA,FL_Keys,0
1527920100227006,2010,12,87,3,5,3,3.5,0,1,7,1,NA,NA,FL_Keys,0
1527920100227011,2010,12,87,6,5,4,2,0,1,7,1,NA,NA,FL_Keys,0
1527920100227010,2010,12,87,6,5,4,2,4,1,7,1,NA,NA,FL_Keys,0
1527920100227009,2010,12,87,6,5,4,2,4,1,7,1,NA,NA,FL_Keys,0
1527920100227014,2010,12,87,4,5,4,2,0,1,7,1,NA,NA,FL_Keys,0
1527920100227017,2010,12,87,3,5,4,3,0,3,7,1,NA,NA,FL_Keys,0
1527920100227020,2010,12,87,4,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100227023,2010,12,87,4,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1527920100227030,2010,12,87,2,5,4,2.5,0,2,7,1,NA,NA,FL_Keys,0
1543120100102001,2010,12,87,1,5,4,4.5,0,1,7,1,8850060101,NA,FL_Keys,0
1543120100102006,2010,12,87,2,5,3,6,7,1,7,1,NA,NA,FL_Keys,0
1543120100112002,2010,12,87,2,5,4,8,0,1,7,1,8850060101,NA,FL_Keys,0
1543120100114001,2010,12,87,3,5,4,5,3,3,7,1,8850030501,8850060101,FL_Keys,0
1543120100114004,2010,12,87,2,5,4,4,0,2,7,1,8850030501,8850060101,FL_Keys,0
1543120100114006,2010,12,87,2,5,3,3.5,1,2,7,1,NA,NA,FL_Keys,0
1543120100114008,2010,12,87,2,5,4,5,1,1,7,1,NA,NA,FL_Keys,0
1543120100114013,2010,12,87,1,5,4,7,0,1,7,1,8850060101,NA,FL_Keys,2.851275128808053
1543120100114019,2010,12,87,4,5,4,6,20,1,7,1,8850060101,NA,FL_Keys,0
1543120100128001,2010,12,87,3,5,4,6,0,3,7,1,8850060101,8850030501,FL_Keys,0
1543120100128004,2010,12,87,2,5,4,6,17,1,7,1,8850060101,NA,FL_Keys,0
1543120100131001,2010,12,87,2,5,4,7,0,1,7,1,NA,NA,FL_Keys,0
1543120100202001,2010,12,87,2,5,4,3,1,2,7,1,NA,NA,FL_Keys,0
1543120100202003,2010,12,87,1,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1543120100202005,2010,12,87,2,5,3,4,0,1,7,1,8850030500,NA,FL_Keys,0
1543120100202007,2010,12,87,2,5,3,2,10,1,7,1,NA,NA,FL_Keys,0
1543120100202008,2010,12,87,2,5,4,7,0,2,7,1,8850060101,NA,FL_Keys,16.423675974311813
1543120100202010,2010,12,87,2,5,4,7.5,15,2,7,1,NA,NA,FL_Keys,0
1543120100204001,2010,12,87,3,5,4,4,0,3,7,1,NA,NA,FL_Keys,0
1543120100207001,2010,12,87,2,5,4,3,0,2,7,1,NA,NA,FL_Keys,3
1543120100209001,2010,12,87,2,5,4,3,0,2,7,1,8835360401,8850030501,FL_Keys,12.492530125025231
1543120100209003,2010,12,87,2,5,3,3,0,2,7,1,NA,NA,FL_Keys,0
1543120100209010,2010,12,87,2,5,4,6,4,2,7,1,8835360401,NA,FL_Keys,0
1543120100209012,2010,12,87,5,5,4,6,4,5,7,1,8850060101,NA,FL_Keys,6.726746990398201
1543120100209018,2010,12,87,2,5,4,6.5,0,1,7,1,8850060101,NA,FL_Keys,0
1543120100209017,2010,12,87,2,5,4,6.5,0,1,7,1,8850060101,NA,FL_Keys,0
1543120100209019,2010,12,87,1,5,3,6,3,1,7,1,8850030000,NA,FL_Keys,0
1543120100209020,2010,12,87,2,5,4,3,1,2,7,1,8835440102,8835010105,FL_Keys,0
1543120100209022,2010,12,87,4,5,4,7,1,4,7,1,NA,NA,FL_Keys,2.8828915673135147
1543120100209026,2010,12,87,2,5,4,6,4,2,7,1,NA,NA,FL_Keys,0
1543120100209029,2010,12,87,3,5,4,4,30,3,7,1,NA,NA,FL_Keys,0
1543120100213004,2010,12,87,4,5,4,6,2,1,7,1,NA,NA,FL_Keys,0
1543120100213002,2010,12,87,4,5,4,6,6,1,7,1,NA,NA,FL_Keys,0
1543120100213003,2010,12,87,4,5,4,6,6,1,7,1,NA,NA,FL_Keys,1.0018205388735242
1543120100214006,2010,12,87,1,5,4,2.5,0,1,7,1,8850030400,8850030501,FL_Keys,0
1543120100214007,2010,12,87,2,5,4,2.5,1,2,7,1,8835360401,NA,FL_Keys,12.04063149111741
1543120100214009,2010,12,87,2,5,4,4,0,1,7,1,8850060101,NA,FL_Keys,1.0033859575931174
1543120100214017,2010,12,87,6,5,4,6.5,0,1,7,1,NA,NA,FL_Keys,0
1543120100214014,2010,12,87,6,5,4,6.5,0,1,7,1,NA,NA,FL_Keys,2
1543120100214013,2010,12,87,6,5,4,6.5,0,1,7,1,NA,NA,FL_Keys,0
1543120100214018,2010,12,87,4,5,4,6,0,4,7,1,8850060101,NA,FL_Keys,11.037245533524292
1543120100214022,2010,12,87,2,5,4,4,0,2,7,1,NA,NA,FL_Keys,5.016929787965587
1543120100214026,2010,12,87,3,5,4,7,0,1,7,1,NA,NA,FL_Keys,0
1543120100214029,2010,12,87,3,5,4,7,0,3,7,1,8850060101,NA,FL_Keys,0
1543120100220003,2010,12,87,3,5,4,3,0,1,7,1,NA,NA,FL_Keys,7.770628437680085
1543120100220002,2010,12,87,3,5,4,3,0,1,7,1,NA,NA,FL_Keys,0
1543120100220004,2010,12,87,2,5,4,3.5,0,6,7,1,NA,NA,FL_Keys,0
1543120100220006,2010,12,87,4,5,4,3,10,11,7,1,8835360401,8835360102,FL_Keys,3.028153931337926
1543120100220010,2010,12,87,1,5,4,3,0,5,7,1,NA,NA,FL_Keys,1.4224602932803319
1543120100221004,2010,12,87,5,5,4,3.5,0,5,7,1,8835360401,8835260101,FL_Keys,15.03279885228239
1543120100221012,2010,12,87,4,5,4,2.5,2,1,7,1,NA,NA,FL_Keys,0
1543120100223002,2010,12,87,2,5,4,3.5,0,1,7,1,NA,NA,FL_Keys,2.9487874208784377
